po_line_id,po_id,part_id,qty,unit_price,line_amount
9001258,500746,20096,27.0,20.46,552.42
9001259,500768,20097,34.0,10.7,363.8
9001260,500871,20289,11.0,22.08,242.88
9001261,500494,20226,1.0,12.72,12.72
9001262,500416,20144,13.0,75.08,976.04
9001263,500390,20155,30.0,41.31,1239.3
9001264,500372,20269,5.0,20.91,104.55
9001265,500627,20161,18.0,15.5,279.0
9001266,500051,20111,14.0,27.18,380.52
9001267,500375,20330,13.0,31.83,413.79
9001268,500394,20184,32.0,23.4,748.8
9001269,500141,20204,7.0,10.92,76.44
9001270,500085,20096,8.0,17.71,141.68
9001271,500463,20054,7.0,21.05,147.35
9001272,500045,20116,49.0,23.91,1171.59
9001273,500843,20092,16.0,24.24,387.84
9001274,500237,20292,43.0,31.14,1339.02
9001275,500009,20203,31.0,44.93,1392.83
9001276,500663,20281,27.0,36.88,995.76
9001277,500572,20188,33.0,28.62,944.46
9001278,500529,20322,29.0,9.44,273.76
9001279,500597,20083,8.0,40.93,327.44
9001280,500648,20179,33.0,32.83,1083.39
9001281,500741,20273,41.0,17.23,706.43
9001282,500639,20180,19.0,20.45,388.55
9001283,500615,20180,21.0,20.89,438.69
9001284,500697,20282,41.0,15.45,633.45
9001285,500177,20286,21.0,7.04,147.84
9001286,500868,20105,25.0,10.28,257.0
9001287,500005,20128,42.0,11.66,489.72
9001288,500852,20261,23.0,6.17,141.91
9001289,500306,20010,11.0,10.3,113.3
9001290,500547,20161,33.0,39.83,1314.39
9001291,500326,20180,20.0,26.88,537.6
9001292,500355,20212,25.0,11.22,280.5
9001293,500792,20273,26.0,13.29,345.54
9001294,500394,20020,40.0,41.99,1679.6
9001295,500299,20274,12.0,41.38,496.56
9001296,500525,20259,32.0,20.95,670.4
9001297,500748,20332,33.0,40.65,1341.45
9001298,500284,20115,10.0,12.69,126.9
9001299,500329,20024,4.0,23.02,92.08
9001300,500049,20332,15.0,8.29,124.35
9001301,500772,20253,6.0,16.14,96.84
9001302,500621,20210,27.0,20.43,551.61
9001303,500708,20304,5.0,7.31,36.55
9001304,500377,20320,5.0,28.67,143.35
9001305,500763,20338,18.0,31.69,570.42
9001306,500599,20256,28.0,36.84,1031.52
9001307,500824,20167,35.0,81.5,2852.5
9001308,500537,20336,22.0,25.79,567.38
9001309,500773,20020,34.0,19.33,657.22
9001310,500143,20085,4.0,7.68,30.72
9001311,500059,20014,18.0,25.41,457.38
9001312,500867,20049,41.0,28.1,1152.1
9001313,500779,20303,26.0,8.9,231.4
9001314,500074,20304,42.0,17.39,730.38
9001315,500002,20195,22.0,20.22,444.84
9001316,500574,20300,47.0,27.6,1297.2
9001317,500747,20287,33.0,33.57,1107.81
9001318,500447,20244,43.0,14.56,626.08
9001319,500740,20200,14.0,22.66,317.24
9001320,500274,20192,31.0,28.34,878.54
9001321,500529,20335,10.0,18.01,180.1
9001322,500591,20145,24.0,15.6,374.4
9001323,500214,20309,21.0,30.8,646.8
9001324,500682,20126,48.0,18.05,866.4
9001325,500484,20174,8.0,9.79,78.32
9001326,500328,20133,32.0,45.78,1464.96
9001327,500254,20065,31.0,10.47,324.57
9001328,500386,20278,34.0,18.98,645.32
9001329,500125,20245,23.0,24.36,560.28
9001330,500766,20236,25.0,26.39,659.75
9001331,500583,20170,7.0,22.24,155.68
9001332,500549,20050,19.0,3.44,65.36
9001333,500323,20327,7.0,13.18,92.26
9001334,500203,20152,47.0,23.99,1127.53
9001335,500171,20079,8.0,18.81,150.48
9001336,500734,20144,14.0,27.3,382.2
9001337,500216,20273,1.0,37.07,37.07
9001338,500244,20154,13.0,27.22,353.86
9001339,500335,20336,3.0,12.97,38.91
9001340,500702,20324,28.0,14.54,407.12
9001341,500297,20335,38.0,53.46,2031.48
9001342,500831,20142,15.0,18.04,270.6
9001343,500181,20297,36.0,18.97,682.92
9001344,500333,20033,3.0,27.27,81.81
9001345,500510,20303,4.0,42.2,168.8
9001346,500382,20238,5.0,11.7,58.5
9001347,500716,20137,26.0,14.91,387.66
9001348,500872,20253,25.0,7.67,191.75
9001349,500198,20004,10.0,16.81,168.1
9001350,500331,20175,8.0,28.23,225.84
9001351,500164,20213,12.0,16.14,193.68
9001352,500241,20022,3.0,57.74,173.22
9001353,500899,20317,27.0,21.54,581.58
9001354,500641,20012,23.0,18.89,434.47
9001355,500226,20240,40.0,16.26,650.4
9001356,500633,20275,33.0,8.88,293.04
9001357,500555,20091,14.0,19.03,266.42
9001358,500450,20107,23.0,24.9,572.7
9001359,500195,20228,31.0,18.71,580.01
9001360,500869,20151,13.0,23.07,299.91
9001361,500203,20107,12.0,13.43,161.16
9001362,500457,20288,35.0,9.52,333.2
9001363,500829,20175,18.0,18.85,339.3
9001364,500256,20319,21.0,22.93,481.53
9001365,500528,20285,45.0,18.15,816.75
9001366,500271,20328,47.0,22.69,1066.43
9001367,500008,20240,42.0,32.01,1344.42
9001368,500760,20144,1.0,31.93,31.93
9001369,500200,20013,38.0,33.6,1276.8
9001370,500058,20274,41.0,36.72,1505.52
9001371,500886,20070,42.0,27.07,1136.94
9001372,500392,20314,47.0,24.87,1168.89
9001373,500651,20194,9.0,64.44,579.96
9001374,500118,20299,23.0,32.14,739.22
9001375,500552,20010,14.0,12.1,169.4
9001376,500398,20105,11.0,6.57,72.27
9001377,500833,20257,7.0,17.38,121.66
9001378,500330,20195,31.0,29.22,905.82
9001379,500266,20144,24.0,35.71,857.04
9001380,500519,20219,26.0,9.49,246.74
9001381,500694,20349,30.0,31.11,933.3
9001382,500479,20173,34.0,39.68,1349.12
9001383,500133,20215,46.0,28.94,1331.24
9001384,500692,20092,38.0,25.78,979.64
9001385,500354,20259,5.0,18.55,92.75
9001386,500583,20062,5.0,15.24,76.2
9001387,500497,20028,19.0,32.18,611.42
9001388,500624,20274,38.0,28.5,1083.0
9001389,500106,20346,28.0,16.51,462.28
9001390,500289,20284,26.0,92.32,2400.32
9001391,500824,20069,42.0,8.12,341.04
9001392,500628,20278,23.0,17.47,401.81
9001393,500631,20230,46.0,12.64,581.44
9001394,500146,20301,49.0,25.29,1239.21
9001395,500326,20254,30.0,6.24,187.2
9001396,500414,20171,3.0,43.02,129.06
9001397,500209,20179,28.0,36.72,1028.16
9001398,500295,20263,33.0,23.58,778.14
9001399,500397,20182,42.0,16.67,700.14
9001400,500102,20321,3.0,30.87,92.61
9001401,500635,20204,5.0,24.46,122.3
9001402,500756,20248,19.0,35.56,675.64
9001403,500507,20212,42.0,18.66,783.72
9001404,500890,20158,48.0,18.01,864.48
9001405,500867,20099,1.0,38.35,38.35
9001406,500208,20316,38.0,29.38,1116.44
9001407,500427,20111,9.0,18.09,162.81
9001408,500392,20307,5.0,25.05,125.25
9001409,500825,20165,46.0,22.44,1032.24
9001410,500108,20035,42.0,26.58,1116.36
9001411,500888,20111,34.0,43.02,1462.68
9001412,500347,20086,37.0,16.28,602.36
9001413,500049,20182,33.0,13.64,450.12
9001414,500104,20084,25.0,23.67,591.75
9001415,500419,20268,42.0,14.56,611.52
9001416,500372,20164,29.0,11.63,337.27
9001417,500026,20302,25.0,36.46,911.5
9001418,500799,20089,9.0,16.91,152.19
9001419,500768,20237,3.0,6.55,19.65
9001420,500272,20021,15.0,33.4,501.0
9001421,500648,20166,4.0,15.44,61.76
9001422,500339,20214,45.0,28.41,1278.45
9001423,500300,20057,38.0,38.48,1462.24
9001424,500479,20029,20.0,22.51,450.2
9001425,500833,20105,49.0,5.92,290.08
9001426,500543,20329,23.0,6.18,142.14
9001427,500556,20166,37.0,13.42,496.54
9001428,500264,20349,47.0,19.41,912.27
9001429,500541,20153,8.0,41.27,330.16
9001430,500595,20326,37.0,23.92,885.04
9001431,500165,20006,45.0,96.58,4346.1
9001432,500315,20196,33.0,8.21,270.93
9001433,500000,20320,33.0,21.6,712.8
9001434,500760,20045,7.0,15.37,107.59
9001435,500260,20017,22.0,23.12,508.64
9001436,500062,20152,5.0,57.46,287.3
9001437,500482,20263,46.0,59.68,2745.28
9001438,500675,20073,15.0,20.75,311.25
9001439,500320,20144,21.0,33.68,707.28
9001440,500845,20101,25.0,22.86,571.5
9001441,500200,20334,17.0,10.54,179.18
9001442,500221,20334,7.0,20.26,141.82
9001443,500151,20120,19.0,14.83,281.77
9001444,500643,20175,7.0,19.34,135.38
9001445,500625,20062,40.0,12.05,482.0
9001446,500461,20295,45.0,22.05,992.25
9001447,500216,20083,24.0,24.13,579.12
9001448,500195,20014,11.0,30.65,337.15
9001449,500792,20133,41.0,24.19,991.79
9001450,500201,20120,1.0,53.56,53.56
9001451,500646,20318,32.0,74.84,2394.88
9001452,500233,20127,40.0,15.76,630.4
9001453,500140,20287,44.0,35.95,1581.8
9001454,500707,20300,2.0,71.43,142.86
9001455,500497,20179,15.0,36.51,547.65
9001456,500554,20081,21.0,30.89,648.69
9001457,500056,20012,24.0,6.73,161.52
9001458,500503,20023,17.0,14.37,244.29
9001459,500141,20167,47.0,15.69,737.43
9001460,500721,20269,9.0,46.17,415.53
9001461,500583,20069,35.0,12.96,453.6
9001462,500735,20317,20.0,19.08,381.6
9001463,500538,20088,19.0,33.25,631.75
9001464,500639,20188,18.0,12.61,226.98
9001465,500105,20256,20.0,23.75,475.0
9001466,500164,20216,30.0,21.96,658.8
9001467,500214,20031,40.0,34.0,1360.0
9001468,500070,20140,1.0,29.82,29.82
9001469,500715,20160,24.0,29.26,702.24
9001470,500664,20031,-17.0,22.66,543.84
9001471,500578,20311,47.0,7.35,345.45
9001472,500089,20151,19.0,21.84,414.96
9001473,500771,20346,30.0,20.76,622.8
9001474,500873,20259,26.0,31.81,827.06
9001475,500227,20215,42.0,15.58,654.36
9001476,500078,20278,44.0,20.6,906.4
9001477,500607,20284,38.0,20.99,797.62
9001478,500348,20097,29.0,13.1,379.9
9001479,500841,20029,13.0,10.05,130.65
9001480,500893,20089,4.0,25.27,101.08
9001481,500245,20147,45.0,36.77,1654.65
9001482,500271,20143,17.0,13.81,234.77
9001483,500402,20066,33.0,17.63,581.79
9001484,500668,20057,5.0,33.04,165.2
9001485,500115,20280,28.0,35.02,980.56
9001486,500434,20278,24.0,23.08,553.92
9001487,500529,20235,17.0,25.75,437.75
9001488,500441,20127,39.0,27.64,1077.96
9001489,500171,20336,48.0,30.77,1476.96
9001490,500015,20208,40.0,10.56,422.4
9001491,500751,20185,44.0,63.45,2791.8
9001492,500897,20168,46.0,23.67,1088.82
9001493,500055,20171,11.0,31.12,342.32
9001494,500590,20259,12.0,12.72,152.64
9001495,500102,20204,13.0,17.97,233.61
9001496,500283,20134,8.0,25.18,201.44
9001497,500704,20045,1.0,6.8,6.8
9001498,500516,20008,9.0,11.7,105.3
9001499,500617,20160,28.0,13.0,364.0
9001500,500277,20288,2.0,9.33,18.66
9001501,500884,20339,14.0,21.41,299.74
9001502,500611,20320,13.0,19.21,249.73
9001503,500749,20105,48.0,47.19,2265.12
9001504,500268,20289,2.0,10.25,20.5
9001505,500832,20340,4.0,23.12,92.48
9001506,500399,20087,12.0,11.85,142.2
9001507,500502,20191,48.0,7.17,344.16
9001508,500085,20152,10.0,28.58,285.8
9001509,500319,20310,3.0,30.03,90.09
9001510,500031,20136,4.0,27.97,111.88
9001511,500335,20272,6.0,9.12,54.72
9001512,500050,20148,23.0,21.12,485.76
9001513,500078,20187,5.0,28.74,143.7
9001514,500697,20140,3.0,35.56,106.68
9001515,500173,20130,10.0,29.28,292.8
9001516,500617,20003,43.0,35.84,1541.12
9001517,500500,20262,19.0,38.11,724.09
9001518,500574,20025,14.0,21.39,299.46
9001519,500075,20023,21.0,27.09,568.89
9001520,500315,20265,43.0,36.59,1573.37
9001521,500832,20228,28.0,25.38,710.64
9001522,500372,20268,21.0,41.24,866.04
9001523,500080,20124,36.0,33.94,1221.84
9001524,500872,20171,24.0,13.74,329.76
9001525,500639,20233,38.0,9.17,348.46
9001526,500694,20294,17.0,20.32,345.44
9001527,500754,20274,22.0,9.89,217.58
9001528,500696,20075,19.0,21.11,401.09
9001529,500731,20307,45.0,20.0,900.0
9001530,500070,20213,10.0,43.84,438.4
9001531,500853,20157,11.0,27.2,299.2
9001532,500665,20301,38.0,36.12,1372.56
9001533,500756,20203,2.0,14.97,29.94
9001534,500651,20148,33.0,50.29,1659.57
9001535,500070,20074,43.0,34.34,1476.62
9001536,500045,20228,31.0,25.96,804.76
9001537,500046,20303,48.0,6.79,325.92
9001538,500590,20061,35.0,40.74,1425.9
9001539,500421,20057,37.0,58.21,2153.77
9001540,500148,20273,47.0,20.22,950.34
9001541,500129,20107,47.0,20.47,962.09
9001542,500455,20186,36.0,14.73,530.28
9001543,500638,20228,23.0,7.55,173.65
9001544,500876,20047,36.0,14.34,516.24
9001545,500630,20318,40.0,54.36,2174.4
9001546,500868,20267,39.0,38.38,1496.82
9001547,500504,20214,26.0,12.63,328.38
9001548,500773,20289,25.0,14.2,355.0
9001549,500243,20253,17.0,72.32,1229.44
9001550,500473,20086,15.0,10.89,163.35
9001551,500381,20180,37.0,13.08,483.96
9001552,500102,20024,45.0,15.52,698.4
9001553,500488,20221,4.0,8.89,35.56
9001554,500036,20048,22.0,14.55,320.1
9001555,500653,20333,17.0,14.68,249.56
9001556,500548,20174,22.0,11.69,257.18
9001557,500519,20310,17.0,44.56,757.52
9001558,500742,20273,14.0,9.97,139.58
9001559,500332,20034,14.0,18.45,258.3
9001560,500396,20216,17.0,11.87,201.79
9001561,500295,20208,8.0,17.71,141.68
9001562,500106,20159,34.0,11.54,392.36
9001563,500859,20006,26.0,21.02,546.52
9001564,500529,20268,45.0,24.36,1096.2
9001565,500824,20125,30.0,46.59,1397.7
9001566,500082,20324,22.0,14.11,310.42
9001567,500287,20089,16.0,53.02,848.32
9001568,500705,20041,30.0,12.38,371.4
9001569,500460,20158,16.0,17.41,278.56
9001570,500214,20201,38.0,57.91,2200.58
9001571,500280,20281,24.0,114.64,2751.36
9001572,500731,20331,36.0,55.23,1988.28
9001573,500458,20287,35.0,17.56,614.6
9001574,500800,20090,6.0,27.36,164.16
9001575,500343,20124,4.0,30.25,121.0
9001576,500193,20125,18.0,24.71,444.78
9001577,500157,20051,6.0,10.97,65.82
9001578,500464,20102,26.0,23.12,601.12
9001579,500103,20186,37.0,14.83,548.71
9001580,500033,20204,27.0,-11.23,303.21
9001581,500101,20013,41.0,16.66,683.06
9001582,500638,20103,11.0,24.27,266.97
9001583,500725,20116,38.0,36.63,1391.94
9001584,500324,20303,16.0,17.25,276.0
9001585,500807,20092,19.0,19.16,364.04
9001586,500690,20143,43.0,32.54,1399.22
9001587,500591,20109,15.0,20.96,314.4
9001588,500140,20162,26.0,25.25,656.5
9001589,500473,20052,41.0,21.05,863.05
9001590,500030,20002,31.0,22.68,703.08
9001591,500883,20067,19.0,10.51,199.69
9001592,500062,20245,24.0,21.62,518.88
9001593,500559,20137,9.0,47.31,425.79
9001594,500086,20307,23.0,22.23,511.29
9001595,500303,20286,4.0,12.18,48.72
9001596,500060,20065,10.0,48.71,487.1
9001597,500395,20346,9.0,30.96,278.64
9001598,500333,20324,19.0,31.84,604.96
9001599,500785,20154,15.0,31.32,469.8
9001600,500410,20086,34.0,10.22,347.48
9001601,500283,20032,42.0,29.63,1244.46
9001602,500465,20067,19.0,46.1,875.9
9001603,500079,20186,49.0,15.06,737.94
9001604,500691,20191,21.0,6.31,132.51
9001605,500783,20212,34.0,25.01,850.34
9001606,500076,20087,17.0,20.48,348.16
9001607,500732,20107,18.0,7.94,142.92
9001608,500793,20239,17.0,28.88,490.96
9001609,500539,20215,2.0,27.61,55.22
9001610,500360,20176,1.0,8.33,8.33
9001611,500076,20052,43.0,62.4,2683.2
9001612,500508,20329,10.0,31.52,315.2
9001613,500163,20048,37.0,6.46,239.02
9001614,500008,20113,48.0,32.83,1575.84
9001615,500174,20094,5.0,32.26,161.3
9001616,500461,20024,12.0,46.95,563.4
9001617,500306,20131,36.0,13.81,497.16
9001618,500587,20178,31.0,33.11,1026.41
9001619,500244,20144,38.0,17.43,662.34
9001620,500121,20197,9.0,14.38,129.42
9001621,500184,20324,44.0,11.95,525.8
9001622,500031,20083,26.0,6.41,166.66
9001623,500761,20156,15.0,27.78,416.7
9001624,500568,20084,16.0,17.05,272.8
9001625,500309,20252,13.0,3.9,50.7
9001626,500371,20071,25.0,21.01,525.25
9001627,500655,20222,30.0,40.23,1206.9
9001628,500829,20275,7.0,9.17,64.19
9001629,500595,20282,4.0,13.1,52.4
9001630,500055,20263,43.0,26.17,1125.31
9001631,500790,20245,40.0,4.33,173.2
9001632,500272,20340,38.0,14.58,554.04
9001633,500463,20060,30.0,24.73,741.9
9001634,500677,20258,10.0,14.34,143.4
9001635,500455,20006,30.0,9.22,276.6
9001636,500669,20187,39.0,9.49,370.11
9001637,500248,20003,7.0,7.63,53.41
9001638,500697,20230,36.0,13.74,494.64
9001639,500077,20132,35.0,37.86,1325.1
9001640,500533,20124,24.0,82.86,1988.64
9001641,500107,20014,39.0,20.53,800.67
9001642,500272,20012,-15.0,31.85,1146.6
9001643,500763,20117,45.0,11.42,513.9
9001644,500014,20239,20.0,5.73,114.6
9001645,500369,20262,49.0,61.01,2989.49
9001646,500303,20005,32.0,14.05,449.6
9001647,500671,20319,39.0,30.91,1205.49
9001648,500204,20230,49.0,22.09,1082.41
9001649,500112,20029,26.0,36.48,948.48
9001650,500679,20021,26.0,35.6,925.6
9001651,500864,20155,36.0,23.73,854.28
9001652,500252,20117,43.0,25.35,1090.05
9001653,500440,20339,35.0,41.58,1455.3
9001654,500185,20192,43.0,15.71,675.53
9001655,500858,20345,35.0,51.08,1787.8
9001656,500226,20194,12.0,13.14,157.68
9001657,500527,20167,33.0,21.03,693.99
9001658,500667,20238,36.0,29.3,1054.8
9001659,500353,20243,14.0,7.56,105.84
9001660,500622,20068,33.0,46.02,1518.66
9001661,500000,20094,46.0,26.72,1229.12
9001662,500552,20076,45.0,145.56,6550.2
9001663,500559,20170,45.0,69.99,3149.55
9001664,500419,20000,24.0,19.95,478.8
9001665,500619,20061,15.0,58.64,879.6
9001666,500160,20206,31.0,33.39,1035.09
9001667,500160,20153,17.0,23.07,392.19
9001668,500870,20273,12.0,7.42,89.04
9001669,500127,20047,22.0,8.55,188.1
9001670,500721,20136,23.0,20.14,463.22
9001671,500150,20000,26.0,14.92,387.92
9001672,500443,20234,14.0,22.99,321.86
9001673,500766,20255,12.0,45.76,549.12
9001674,500470,20106,4.0,33.75,135.0
9001675,500462,20172,46.0,13.23,608.58
9001676,500729,20129,13.0,34.99,454.87
9001677,500029,20293,18.0,11.61,128.39
9001678,500472,20039,43.0,10.12,435.16
9001679,500556,20337,28.0,25.25,707.0
9001680,500079,20015,38.0,12.32,468.16
9001681,500038,20126,41.0,13.67,560.47
9001682,500239,20348,44.0,36.47,1604.68
9001683,500556,20202,19.0,29.8,566.2
9001684,500589,20133,46.0,16.07,739.22
9001685,500336,20258,47.0,7.58,356.26
9001686,500860,20013,43.0,12.92,555.56
9001687,500799,20065,38.0,64.41,2447.58
9001688,500279,20341,46.0,35.87,1650.02
9001689,500115,20194,3.0,47.19,141.57
9001690,500268,20113,19.0,23.42,444.98
9001691,500334,20158,20.0,16.27,325.4
9001692,500311,20160,25.0,34.57,864.25
9001693,500052,20253,11.0,43.34,476.74
9001694,500067,20014,17.0,15.06,256.02
9001695,500693,20036,49.0,13.09,641.41
9001696,500033,20154,35.0,8.06,282.1
9001697,500795,20026,14.0,12.9,180.6
9001698,500817,20011,39.0,30.0,1170.0
9001699,500385,20066,19.0,14.04,266.76
9001700,500248,20029,3.0,35.13,105.39
9001701,500110,20095,34.0,65.39,2223.26
9001702,500093,20214,49.0,20.39,999.11
9001703,500409,20193,41.0,19.89,815.49
9001704,500178,20134,22.0,27.92,614.24
9001705,500046,20289,38.0,14.23,540.74
9001706,500793,20031,27.0,13.62,367.74
9001707,500851,20038,21.0,13.87,291.27
9001708,500873,20205,41.0,10.1,414.1
9001709,500603,20042,31.0,34.46,1068.26
9001710,500375,20336,27.0,14.91,402.57
9001711,500723,20258,37.0,39.13,1447.81
9001712,500586,20248,2.0,27.59,55.18
9001713,500889,20073,47.0,19.81,931.07
9001714,500201,20318,9.0,32.65,293.85
9001715,500444,20295,19.0,11.4,216.6
9001716,500296,20273,42.0,12.58,528.36
9001717,500307,20322,36.0,30.82,1109.52
9001718,500722,20189,10.0,5.38,53.8
9001719,500492,20137,40.0,20.26,810.4
9001720,500337,20301,45.0,28.63,1288.35
9001721,500645,20310,39.0,44.1,1719.9
9001722,500841,20330,7.0,49.86,349.02
9001723,500065,20281,4.0,18.58,74.32
9001724,500791,20165,15.0,31.89,478.35
9001725,500421,20277,12.0,12.4,148.8
9001726,500539,20025,48.0,15.39,738.72
9001727,500628,20072,6.0,45.63,273.78
9001728,500492,20114,9.0,19.61,176.49
9001729,500881,20050,35.0,22.11,773.85
9001730,500316,20170,8.0,10.81,86.48
9001731,500836,20267,7.0,25.88,181.16
9001732,500625,20002,4.0,31.58,126.32
9001733,500074,20209,13.0,,402.87
9001734,500713,20337,19.0,9.71,184.49
9001735,500058,20300,7.0,36.6,256.2
9001736,500385,20341,10.0,11.04,110.4
9001737,500014,20114,25.0,19.77,494.25
9001738,500230,20166,44.0,7.61,334.84
9001739,500616,20264,35.0,18.04,631.4
9001740,500676,20226,25.0,11.0,275.0
9001741,500198,20150,29.0,15.34,444.86
9001742,500353,20267,12.0,20.82,249.84
9001743,500034,20115,47.0,32.99,1550.53
9001744,500161,20087,40.0,32.32,1292.8
9001745,500756,20317,12.0,4.94,59.28
9001746,500798,20241,6.0,30.17,181.02
9001747,500894,20328,10.0,22.73,227.3
9001748,500470,20332,2.0,14.35,28.7
9001749,500530,20039,45.0,11.84,532.8
9001750,500791,20181,25.0,19.35,483.75
9001751,500851,20208,7.0,23.07,161.49
9001752,500422,20272,40.0,25.2,1008.0
9001753,500347,20118,23.0,17.84,410.32
9001754,500693,20023,48.0,4.42,95.82
9001755,500146,20257,11.0,14.92,164.12
9001756,500373,20091,36.0,9.87,355.32
9001757,500687,20160,49.0,68.93,3377.57
9001758,500674,20148,48.0,20.81,998.88
9001759,500415,20116,23.0,31.33,720.59
9001760,500686,20052,43.0,29.4,1264.2
9001761,500493,20301,7.0,24.2,169.4
9001762,500558,20044,27.0,15.65,422.55
9001763,500255,20264,13.0,14.49,188.37
9001764,500685,20261,,5.98,101.66
9001765,500102,20306,32.0,21.87,699.84
9001766,500120,20233,26.0,24.05,625.3
9001767,500418,20034,22.0,19.52,429.44
9001768,500349,20337,13.0,21.89,284.57
9001769,500656,20196,12.0,9.74,116.88
9001770,500041,20024,7.0,16.84,117.88
9001771,500366,20201,1.0,13.6,13.6
9001772,500028,20272,33.0,29.93,987.69
9001773,500891,20035,14.0,20.59,288.26
9001774,500784,20222,47.0,13.68,642.96
9001775,500013,20276,43.0,18.25,784.75
9001776,500817,20017,41.0,10.76,441.16
9001777,500824,20187,17.0,16.5,280.5
9001778,500484,20256,4.0,28.49,113.96
9001779,500188,20141,39.0,9.03,352.17
9001780,500871,20135,1.0,19.36,19.36
9001781,500294,20306,41.0,12.81,525.21
9001782,500182,20078,45.0,9.03,406.35
9001783,500863,20291,24.0,61.51,1476.24
9001784,500547,20061,34.0,42.62,1449.08
9001785,500881,20128,34.0,14.03,477.02
9001786,500036,20340,24.0,16.88,405.12
9001787,500013,20297,15.0,5.97,89.55
9001788,500634,20256,17.0,7.73,131.41
9001789,500594,20211,13.0,10.21,132.73
9001790,500158,20053,7.0,19.68,137.76
9001791,500493,20174,9.0,18.75,168.75
9001792,500328,20099,44.0,24.51,1078.44
9001793,500613,20038,35.0,30.18,1056.3
9001794,500848,20262,23.0,23.73,545.79
9001795,500082,20149,47.0,10.5,493.5
9001796,500555,20120,39.0,24.4,951.6
9001797,500579,20177,23.0,29.41,676.43
9001798,500559,20300,26.0,15.54,404.04
9001799,500568,20329,1.0,6.63,6.63
9001800,500586,20119,14.0,40.87,572.18
9001801,500021,20071,32.0,21.18,677.76
9001802,500131,20218,48.0,3.8,182.4
9001803,500464,20301,10.0,69.56,695.6
9001804,500455,20122,1.0,15.07,15.07
9001805,500301,20243,5.0,86.78,433.9
9001806,500266,20074,3.0,25.19,75.57
9001807,500798,20005,49.0,17.79,871.71
9001808,500394,20020,27.0,22.42,605.34
9001809,500119,20189,22.0,13.12,288.64
9001810,500245,20224,18.0,20.84,375.12
9001811,500567,20102,16.0,67.11,1073.76
9001812,500037,20343,2.0,11.71,23.42
9001813,500244,20098,47.0,27.66,1681.61
9001814,500020,20317,13.0,13.04,169.52
9001815,500109,20082,45.0,18.16,817.2
9001816,500605,20180,16.0,65.76,1052.16
9001817,500393,20151,8.0,27.55,220.4
9001818,500409,20055,43.0,31.42,1351.06
9001819,500647,20189,8.0,20.96,167.68
9001820,500742,20021,10.0,101.22,1012.2
9001821,500007,20067,33.0,11.36,374.88
9001822,500443,20184,31.0,7.79,241.49
9001823,500327,20009,12.0,55.24,662.88
9001824,500886,20065,9.0,15.98,143.82
9001825,500289,20263,37.0,25.69,950.53
9001826,500762,20224,9.0,56.25,506.25
9001827,500510,20122,48.0,25.9,1243.2
9001828,500360,20037,18.0,76.59,1378.62
9001829,500598,20122,30.0,21.8,654.0
9001830,500715,20317,32.0,13.13,420.16
9001831,500218,20155,40.0,4.89,195.6
9001832,500405,20300,23.0,24.05,553.15
9001833,500752,20320,11.0,5.25,57.75
9001834,500831,20066,20.0,24.4,488.0
9001835,500769,20132,19.0,48.22,916.18
9001836,500620,20139,36.0,19.88,715.68
9001837,500767,20081,26.0,22.51,585.26
9001838,500793,20057,10.0,34.79,347.9
9001839,500219,20148,24.0,30.02,720.48
9001840,500594,20130,13.0,40.3,523.9
9001841,500106,20068,46.0,19.86,913.56
9001842,500580,20344,34.0,5.2,176.8
9001843,500608,20249,29.0,40.67,1179.43
9001844,500723,20319,36.0,17.4,626.4
9001845,500285,20176,7.0,11.86,83.02
9001846,500748,20071,30.0,24.57,737.1
9001847,500007,20016,17.0,22.46,381.82
9001848,500805,20328,48.0,12.81,614.88
9001849,500188,20159,13.0,9.29,120.77
9001850,500080,20069,24.0,26.6,638.4
9001851,500107,20112,31.0,12.06,373.86
9001852,500320,20231,27.0,21.51,580.77
9001853,500578,20020,21.0,25.13,527.73
9001854,500685,20134,44.0,35.91,1580.04
9001855,500345,20262,1.0,71.63,71.63
9001856,500862,20110,15.0,23.16,347.4
9001857,500327,20245,3.0,,46.68
9001858,500554,20282,6.0,54.33,325.98
9001859,500698,20007,14.0,37.67,527.38
9001860,500301,20283,38.0,22.22,844.36
9001861,500199,20206,33.0,23.15,763.95
9001862,500892,20193,38.0,20.41,775.58
9001863,500418,20046,8.0,22.14,177.12
9001864,500038,20341,26.0,18.89,491.14
9001865,500731,20241,15.0,11.19,167.85
9001866,500306,20009,14.0,20.19,282.66
9001867,500003,20288,48.0,57.65,2767.2
9001868,500632,20130,20.0,12.31,246.2
9001869,500847,20269,48.0,17.07,819.36
9001870,500076,20301,19.0,11.76,223.44
9001871,500467,20060,33.0,40.22,1327.26
9001872,500178,20163,36.0,33.04,1189.44
9001873,500644,20012,24.0,9.33,223.92
9001874,500822,20271,10.0,5.98,59.8
9001875,500740,20207,34.0,33.76,1147.84
9001876,500275,20245,36.0,8.99,323.64
9001877,500151,20132,47.0,33.01,1551.47
9001878,500163,20243,36.0,13.7,493.2
9001879,500289,20293,16.0,30.48,487.68
9001880,500377,20037,15.0,26.22,393.3
9001881,500620,20055,18.0,14.56,262.08
9001882,500637,20318,7.0,11.85,82.95
9001883,500751,20047,47.0,28.37,1333.39
9001884,500309,20104,22.0,13.26,291.72
9001885,500388,20058,32.0,39.07,1250.24
9001886,500856,20076,43.0,12.19,524.17
9001887,500657,20217,19.0,24.78,470.82
